#          b = 6
#          n:            1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
# Eigenvalues: -3.869926735e-01 -1.076282816e-01 -5.007968789e-02 -2.887892340e-02 -1.702811709e-02 -4.250039853e-03 1.458450095e-02 3.555596714e-02 6.422881007e-02 9.302255782e-02 1.321462639e-01 1.691530403e-01 2.204402521e-01 2.666640785e-01 3.333862658e-01 3.906830884e-01 4.795714215e-01 5.515406904e-01 6.809560642e-01 7.765237266e-01 
#      r             u_1(r)        u_2(r)        u_3(r)        u_4(r)        u_5(r)        u_6(r)        u_7(r)        u_8(r)        u_9(r)        u_10(r)        u_11(r)        u_12(r)        u_13(r)        u_14(r)        u_15(r)        u_16(r)        u_17(r)        u_18(r)        u_19(r)        u_20(r)
6.20000000e+00 -3.04489332e-01 -1.39550352e-01 7.31904718e-02 3.53888542e-02 -1.27171834e-02 3.05734177e-03 1.95126245e-02 -1.53393585e-02 -3.00714240e-02 6.04200211e-03 -8.95666935e-03 -3.07985112e-02 -3.32221507e-02 -7.10795316e-02 6.43825112e-02 -7.94936411e-02 5.82588879e-02 -5.19283126e-02 3.00680575e-02 -2.26881617e-02 
6.30000000e+00 -3.13505693e-01 -1.32764298e-01 6.91807842e-02 3.14440424e-02 -7.77402554e-03 -3.65271400e-03 2.81401542e-02 -2.51244466e-02 -4.10370905e-02 1.73086504e-02 -2.04558085e-02 -2.08582334e-02 -2.45250149e-02 -6.62676936e-02 6.15660366e-02 -8.07576902e-02 6.00310836e-02 -5.51996371e-02 3.19954761e-02 -2.43122981e-02 
6.40000000e+00 -3.22569411e-01 -1.25524122e-01 6.48026942e-02 2.72193347e-02 -2.59635216e-03 -1.06120053e-02 3.69674506e-02 -3.51719335e-02 -5.22465096e-02 2.90240004e-02 -3.24807221e-02 -1.01018136e-02 -1.49427890e-02 -6.04714784e-02 5.79043782e-02 -8.14468306e-02 6.14865317e-02 -5.84708348e-02 3.39705000e-02 -2.60440708e-02 
6.50000000e+00 -3.31674837e-01 -1.17839064e-01 6.00621027e-02 2.27252518e-02 2.79585305e-03 -1.77864020e-02 4.59413369e-02 -4.54155722e-02 -6.36177017e-02 4.11046616e-02 -4.49466660e-02 1.41346024e-03 -4.51016434e-03 -5.36721809e-02 5.33543976e-02 -8.14891331e-02 6.25655416e-02 -6.17031880e-02 3.59779551e-02 -2.78854109e-02 
6.60000000e+00 -3.40816295e-01 -1.09719479e-01 5.49664050e-02 1.79738436e-02 8.38092386e-03 -2.51395283e-02 5.50061409e-02 -5.57855138e-02 -7.50643991e-02 5.34602770e-02 -5.77601740e-02 1.36184924e-02 6.72571340e-03 -4.58622508e-02 4.78805481e-02 -8.08139303e-02 6.32062654e-02 -6.48532788e-02 3.79998384e-02 -2.98373376e-02 
6.70000000e+00 -3.49988084e-01 -1.01176809e-01 4.95244698e-02 1.29786424e-02 1.41356255e-02 -3.26329941e-02 6.41041143e-02 -6.62088805e-02 -8.64968180e-02 6.59943018e-02 -7.08198181e-02 2.64326753e-02 1.87051194e-02 -3.70461940e-02 4.14560520e-02 -7.93530195e-02 6.33454096e-02 -6.78730508e-02 4.00151415e-02 -3.18997521e-02 
6.80000000e+00 -3.59184491e-01 -9.22235445e-02 4.37466101e-02 7.75460791e-03 2.00352799e-02 -4.02266450e-02 7.31758772e-02 -7.66103808e-02 -9.78224896e-02 7.86048812e-02 -8.40171030e-02 3.97643606e-02 3.13558040e-02 -2.72413468e-02 3.40640296e-02 -7.70419318e-02 6.29190491e-02 -7.07099586e-02 4.19996960e-02 -3.40712099e-02 
6.90000000e+00 -3.68399792e-01 -8.28731898e-02 3.76445495e-02 2.31806366e-03 2.60539021e-02 -4.78788288e-02 8.21608838e-02 -8.69129601e-02 -1.08947141e-01 9.11858191e-02 -9.72374873e-02 5.35115062e-02 4.45932349e-02 -1.64784993e-02 2.56985560e-02 -7.38212527e-02 6.18635372e-02 -7.33072086e-02 4.39260478e-02 -3.63486733e-02 
7.00000000e+00 -3.77628263e-01 -7.31402236e-02 3.12313809e-02 -3.31337419e-03 3.21643459e-02 -5.55466762e-02 9.09979063e-02 -9.70384820e-02 -1.19775619e-01 1.03627629e-01 -1.10361522e-01 6.75624970e-02 5.83210352e-02 -4.80235066e-03 1.63656217e-02 -6.96379726e-02 6.01165069e-02 -7.56041020e-02 4.57633679e-02 -3.87272465e-02 
7.10000000e+00 -3.86864185e-01 -6.30400561e-02 2.45215206e-02 -9.12087559e-03 3.83384584e-02 -6.31863946e-02 9.96255304e-02 -1.06908432e-01 -1.30212842e-01 1.15818655e-01 -1.23266092e-01 8.17971343e-02 7.24316175e-02 7.72822335e-03 6.08397390e-03 -6.44468469e-02 5.76179522e-02 -7.75364819e-02 4.74774067e-02 -4.11998955e-02 
7.20000000e+00 -3.96101851e-01 -5.25889853e-02 1.75306555e-02 -1.50844823e-02 4.45472430e-02 -7.07535718e-02 1.07982660e-01 -1.16444639e-01 -1.40164780e-01 1.27646247e-01 -1.35825756e-01 9.60877855e-02 8.68070170e-02 2.10401043e-02 -5.11418538e-03 -5.82117415e-02 5.43113788e-02 -7.90372911e-02 4.90304999e-02 -4.37571579e-02 
7.30000000e+00 -4.05335572e-01 -4.18041506e-02 1.02756859e-02 -2.11832002e-02 5.07610281e-02 -7.82034870e-02 1.16009028e-01 -1.25570004e-01 -1.49539436e-01 1.38997988e-01 -1.47914150e-01 1.10300685e-01 1.01319918e-01 3.50460809e-02 -1.71826654e-02 -5.09069383e-02 5.01450108e-02 -8.00372410e-02 5.03816328e-02 -4.63868470e-02 
7.40000000e+00 -4.14559687e-01 -3.07034842e-02 2.77466299e-03 -2.73950973e-02 5.69496419e-02 -8.54914274e-02 1.23645701e-01 -1.34209233e-01 -1.58247836e-01 1.49762944e-01 -1.59405466e-01 1.24297373e-01 1.15834866e-01 4.96452229e-02 -3.00609385e-02 -4.25183751e-02 4.50730351e-02 -8.04655929e-02 5.14865720e-02 -4.90737559e-02 
7.50000000e+00 -4.23768563e-01 -1.93056617e-02 -4.95327902e-03 -3.36974073e-02 6.30825917e-02 -9.25730083e-02 1.30835584e-01 -1.42289560e-01 -1.66204999e-01 1.59832930e-01 -1.70175961e-01 1.37936251e-01 1.30209666e-01 6.47234868e-02 -4.36739956e-02 -3.30447918e-02 3.90568661e-02 -8.02510495e-02 5.22980698e-02 -5.17993679e-02 
7.60000000e+00 -4.32956609e-01 -7.63005004e-03 -1.28879942e-02 -4.00666381e-02 6.91292454e-02 -9.94044924e-02 1.37523918e-01 -1.49741463e-01 -1.73330887e-01 1.69103783e-01 -1.80105491e-01 1.51074247e-01 1.44296929e-01 8.01545547e-02 -5.79324214e-02 -2.24987564e-02 3.20664096e-02 -7.93227514e-02 5.27661495e-02 -5.45415813e-02 
7.70000000e+00 -4.42118274e-01 4.30334523e-03 -2.10084012e-02 -4.64786843e-02 7.50590165e-02 -1.05943108e-01 1.43658752e-01 -1.56499354e-01 -1.79551328e-01 1.77476610e-01 -1.89079052e-01 1.63568560e-01 1.57945784e-01 9.58009059e-02 -7.27327016e-02 -1.09075437e-02 2.40813023e-02 -7.76113726e-02 5.28384765e-02 -5.72744569e-02 
7.80000000e+00 -4.51248060e-01 1.64739342e-02 -2.92925624e-02 -5.29089430e-02 8.08415484e-02 -1.12147361e-01 1.49191406e-01 -1.62502243e-01 -1.84798877e-01 1.84859006e-01 -1.96988292e-01 1.75278464e-01 1.71003706e-01 1.11515116e-01 -8.79577726e-02 1.68616010e-03 1.50921045e-02 -7.50503044e-02 5.24608196e-02 -5.99679960e-02 
7.90000000e+00 -4.60340526e-01 2.88605981e-02 -3.77177673e-02 -5.93324328e-02 8.64468989e-02 -1.17977342e-01 1.54076912e-01 -1.67694371e-01 -1.89013641e-01 1.91166232e-01 -2.03733000e-01 1.86067151e-01 1.83318451e-01 1.27141371e-01 -1.03477819e-01 1.52237511e-02 5.10141855e-03 -7.15769161e-02 5.15776069e-02 -6.25879595e-02 
8.00000000e+00 -4.69390290e-01 4.14417451e-02 -4.62606181e-02 -6.57239152e-02 9.18457227e-02 -1.23395024e-01 1.58274419e-01 -1.72025792e-01 -1.92144024e-01 1.96322321e-01 -2.09222517e-01 1.95803583e-01 1.94740078e-01 1.42517191e-01 -1.19151321e-01 2.96304230e-02 -5.87509209e-03 -6.71338764e-02 5.01325770e-02 -6.50957377e-02 
8.10000000e+00 -4.78392041e-01 5.41953675e-02 -5.48971179e-02 -7.20580169e-02 9.70094512e-02 -1.28364542e-01 1.61747578e-01 -1.75452919e-01 -1.94147400e-01 2.00261109e-01 -2.13377080e-01 2.04364331e-01 2.05123013e-01 1.57475336e-01 -1.34826346e-01 4.48151236e-02 -1.78078094e-02 -6.16705178e-02 4.80695265e-02 -6.74482807e-02 
8.20000000e+00 -4.87340539e-01 6.70990990e-02 -6.36027618e-02 -7.83093538e-02 1.01910468e-01 -1.32852471e-01 1.64464882e-01 -1.77939006e-01 -1.94990711e-01 2.02927178e-01 -2.16129058e-01 2.11635371e-01 2.14328145e-01 1.71845872e-01 -1.50342083e-01 6.06707706e-02 -3.06524200e-02 -5.51442236e-02 4.53331512e-02 -6.95980995e-02 
8.30000000e+00 -4.96230623e-01 8.01302725e-02 -7.23526287e-02 -8.44526538e-02 1.06522277e-01 -1.36828073e-01 1.66399975e-01 -1.79454579e-01 -1.94650959e-01 2.04276688e-01 -2.17424075e-01 2.17513814e-01 2.22224911e-01 1.85458389e-01 -1.65530601e-01 7.70747390e-02 -4.43493515e-02 -4.75218144e-02 4.18699770e-02 -7.14933484e-02 
8.40000000e+00 -5.05057215e-01 9.32659778e-02 -8.11214748e-02 -9.04628812e-02 1.10819672e-01 -1.40263539e-01 1.67531924e-01 -1.79977795e-01 -1.93115613e-01 2.04278097e-01 -2.17221987e-01 2.21909537e-01 2.28693338e-01 1.98144315e-01 -1.80218822e-01 9.38896303e-02 -5.88234118e-02 -3.87809088e-02 3.76293747e-02 -7.30779968e-02 
8.50000000e+00 -5.13815326e-01 1.06483120e-01 -8.98838283e-02 -9.63153575e-02 1.14778885e-01 -1.43134202e-01 1.67845433e-01 -1.79494744e-01 -1.90382905e-01 2.02912748e-01 -2.15497717e-01 2.24746696e-01 2.33626023e-01 2.09739313e-01 -1.94230678e-01 1.10964328e-01 -7.39836508e-02 -2.89112318e-02 3.25646478e-02 -7.42921017e-02 
8.60000000e+00 -5.22500061e-01 1.19758477e-01 -9.86140842e-02 -1.01985883e-01 1.18377740e-01 -1.45418732e-01 1.67331032e-01 -1.77999665e-01 -1.86462016e-01 2.00175324e-01 -2.12241910e-01 2.25965093e-01 2.36929992e-01 2.20085727e-01 -2.07389435e-01 1.28135339e-01 -8.97234675e-02 -1.79158415e-02 2.66341845e-02 -7.50721856e-02 
8.70000000e+00 -5.31106621e-01 1.33068756e-01 -1.07286599e-01 -1.07450852e-01 1.21595790e-01 -1.47099308e-01 1.65985200e-01 -1.75495101e-01 -1.81373158e-01 1.96074154e-01 -2.07461418e-01 2.25521372e-01 2.38528443e-01 2.29035024e-01 -2.19520153e-01 1.45228415e-01 -1.05920976e-01 -5.81224634e-03 1.98026572e-02 -7.53517292e-02 
8.80000000e+00 -5.39630309e-01 1.46390653e-01 -1.15875786e-01 -1.12687370e-01 1.24414443e-01 -1.48161765e-01 1.63810453e-01 -1.71991969e-01 -1.75147530e-01 1.90631370e-01 -2.01179588e-01 2.23390021e-01 2.38362304e-01 2.36450206e-01 -2.30452237e-01 1.62060445e-01 -1.22439647e-01 7.36661859e-03 1.20422539e-02 -7.50617817e-02 
8.90000000e+00 -5.48066535e-01 1.59700907e-01 -1.24356209e-01 -1.17673365e-01 1.26817080e-01 -1.48595714e-01 1.60815373e-01 -1.67509559e-01 -1.67827173e-01 1.83882907e-01 -1.93436355e-01 2.19564174e-01 2.36391603e-01 2.42208159e-01 -2.40022060e-01 1.78441598e-01 -1.39129228e-01 2.15715842e-02 3.33392224e-03 -7.41316934e-02 
9.00000000e+00 -5.56410819e-01 1.72976353e-01 -1.32702674e-01 -1.22387690e-01 1.28789163e-01 -1.48394640e-01 1.57014596e-01 -1.62075446e-01 -1.59464694e-01 1.75878344e-01 -1.84288127e-01 2.14056174e-01 2.32596616e-01 2.46201877e-01 -2.48075605e-01 1.94177701e-01 -1.55826952e-01 3.67366391e-02 -6.33139630e-03 -7.24899707e-02 
9.10000000e+00 -5.64658794e-01 1.86193984e-01 -1.40890323e-01 -1.26810231e-01 1.30318323e-01 -1.47555963e-01 1.52428743e-01 -1.55725334e-01 -1.50122893e-01 1.66680593e-01 -1.73807468e-01 2.06897905e-01 2.26978757e-01 2.48342538e-01 -2.54471081e-01 2.09072813e-01 -1.72359032e-01 5.27785468e-02 -1.69515650e-02 -7.00652518e-02 
9.20000000e+00 -5.72806211e-01 1.99330997e-01 -1.48894718e-01 -1.30921997e-01 1.31394443e-01 -1.46081083e-01 1.47084303e-01 -1.48502813e-01 -1.39874265e-01 1.56365422e-01 -1.62082574e-01 1.98140865e-01 2.19561216e-01 2.48561399e-01 -2.59081479e-01 2.22931980e-01 -1.88542434e-01 6.95967140e-02 -2.85121094e-02 -6.67873999e-02 
9.30000000e+00 -5.80848941e-01 2.12364848e-01 -1.56691937e-01 -1.34705215e-01 1.32009721e-01 -1.43975389e-01 1.41013473e-01 -1.40459051e-01 -1.28800408e-01 1.45020835e-01 -1.49216538e-01 1.87855986e-01 2.10389287e-01 2.46811448e-01 -2.61797025e-01 2.35564114e-01 -2.04186916e-01 8.70733320e-02 -4.09851615e-02 -6.25887059e-02 
9.40000000e+00 -5.88782978e-01 2.25273302e-01 -1.64258650e-01 -1.38143415e-01 1.32158726e-01 -1.41248244e-01 1.34253938e-01 -1.31652407e-01 -1.16991321e-01 1.32746291e-01 -1.35326428e-01 1.76133191e-01 1.99530418e-01 2.43068808e-01 -2.62527461e-01 2.46784967e-01 -2.19097315e-01 1.05073811e-01 -5.43285175e-02 -5.74051914e-02 
9.50000000e+00 -5.96604443e-01 2.38034486e-01 -1.71572205e-01 -1.41221504e-01 1.31838433e-01 -1.37912937e-01 1.26848621e-01 -1.22147975e-01 -1.04544615e-01 1.19651794e-01 -1.20542168e-01 1.63080690e-01 1.87073930e-01 2.37333838e-01 -2.61204143e-01 2.56420148e-01 -2.33076065e-01 1.23447522e-01 -6.84848394e-02 -5.11779981e-02 
9.60000000e+00 -6.04309585e-01 2.50626930e-01 -1.78610706e-01 -1.43925840e-01 1.31048246e-01 -1.33986613e-01 1.18845376e-01 -1.12017065e-01 -9.15646314e-02 1.05856848e-01 -1.05005241e-01 1.48824013e-01 1.73130437e-01 2.29631923e-01 -2.57781887e-01 2.64308140e-01 -2.45925910e-01 1.42028852e-01 -8.33810291e-02 -4.38548477e-02 
9.70000000e+00 -6.11894787e-01 2.63029619e-01 -1.85353087e-01 -1.46244295e-01 1.29790012e-01 -1.29490171e-01 1.10296646e-01 -1.01336625e-01 -7.81614888e-02 9.14892865e-02 -8.88672293e-02 1.33504800e-01 1.57830939e-01 2.20013910e-01 -2.52240535e-01 2.70303258e-01 -2.57452774e-01 1.60638586e-01 -9.89278018e-02 -3.53915532e-02 
9.80000000e+00 -6.19356561e-01 2.75222033e-01 -1.91779184e-01 -1.48166309e-01 1.28068007e-01 -1.24448142e-01 1.01259086e-01 -9.01885999e-02 -6.44500558e-02 7.66839974e-02 -7.22882042e-02 1.17279350e-01 1.41325609e-01 2.08556191e-01 -2.44586200e-01 2.74278496e-01 -2.67468764e-01 1.79085604e-01 -1.15019488e-01 -2.57535570e-02 
9.90000000e+00 -6.26691558e-01 2.87184191e-01 -1.97869802e-01 -1.49682940e-01 1.25888927e-01 -1.18888533e-01 9.17931383e-02 -7.86592535e-02 -5.05488697e-02 6.15815539e-02 -5.54349848e-02 1.00316944e-01 1.23782276e-01 1.95360404e-01 -2.34852153e-01 2.76128219e-01 -2.75795239e-01 1.97168896e-01 -1.31534090e-01 -1.49174739e-02 
1.00000000e+01 -6.33896564e-01 2.98896693e-01 -2.03606779e-01 -1.50786903e-01 1.23261845e-01 -1.12842651e-01 8.19625921e-02 -6.68384356e-02 -3.65790068e-02 4.63267628e-02 -3.84792877e-02 8.27979709e-02 1.05384624e-01 1.80552753e-01 -2.23099335e-01 2.75770630e-01 -2.82265921e-01 2.14679868e-01 -1.48333606e-01 -2.87260646e-03 
