#          b = 2
#          n:            1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
# Eigenvalues: -4.874323301e-01 -1.233597036e-01 -4.422850581e-02 3.798368206e-02 1.597917592e-01 3.119509956e-01 5.063160760e-01 7.264286393e-01 9.962343642e-01 1.288230969e+00 1.642094801e+00 2.014295313e+00 2.467507553e+00 2.934109992e+00 3.513823665e+00 4.099827425e+00 4.860724129e+00 5.616811217e+00 6.707545218e+00 7.778808423e+00 
#      r             u_1(r)        u_2(r)        u_3(r)        u_4(r)        u_5(r)        u_6(r)        u_7(r)        u_8(r)        u_9(r)        u_10(r)        u_11(r)        u_12(r)        u_13(r)        u_14(r)        u_15(r)        u_16(r)        u_17(r)        u_18(r)        u_19(r)        u_20(r)
5.70000000e+00 5.24120566e-01 -2.22704907e-01 4.24025618e-02 -1.70727881e-01 -6.94831726e-02 -8.97627397e-02 -2.22274668e-01 -2.06671896e-01 1.75784490e-01 7.22653912e-02 -4.51435583e-02 -2.62103595e-03 -3.94297792e-02 1.13030980e-01 -1.90875491e-01 -3.51704438e-01 -3.00058731e-01 -2.37021858e-01 -3.26158296e-01 3.46213213e-01 
5.80000000e+00 5.01327533e-01 -2.24385256e-01 5.97769513e-02 -1.68297032e-01 -3.55441846e-02 -1.23938413e-01 -2.28947814e-01 -1.75816657e-01 1.12489334e-01 -7.17218111e-03 4.95674050e-02 9.04616395e-02 7.43888309e-02 8.86948129e-03 -7.20619573e-02 -2.85406346e-01 -3.00634129e-01 -3.44331673e-01 -1.56167556e-01 4.13374850e-01 
5.90000000e+00 4.79187340e-01 -2.24661549e-01 7.63703458e-02 -1.61954977e-01 -5.58436607e-04 -1.51697045e-01 -2.22941655e-01 -1.32444945e-01 4.12145437e-02 -8.66438361e-02 1.38477940e-01 1.73707005e-01 1.79017537e-01 -9.57592178e-02 5.84117086e-02 -1.77903823e-01 -2.51487098e-01 -3.98343735e-01 3.74949098e-02 4.14078556e-01 
6.00000000e+00 4.57740501e-01 -2.23654420e-01 9.19677185e-02 -1.51953609e-01 3.42706737e-02 -1.71947318e-01 -2.04822167e-01 -7.97342554e-02 -3.24378109e-02 -1.58809474e-01 2.12834461e-01 2.37446209e-01 2.61876186e-01 -1.86593212e-01 1.82164286e-01 -4.50843109e-02 -1.60164390e-01 -3.88714371e-01 2.24276964e-01 3.48249606e-01 
6.10000000e+00 4.37017120e-01 -2.21490015e-01 1.06388843e-01 -1.38622520e-01 6.77903991e-02 -1.83980758e-01 -1.75803278e-01 -2.14232002e-02 -1.02802735e-01 -2.17088100e-01 2.65437360e-01 2.74310207e-01 3.13032153e-01 -2.51338514e-01 2.81516250e-01 9.33386092e-02 -4.12922191e-02 -3.15408144e-01 3.74051325e-01 2.26615929e-01 
6.20000000e+00 4.17037702e-01 -2.18297388e-01 1.19489209e-01 -1.22353746e-01 9.89369001e-02 -1.87486093e-01 -1.37653191e-01 3.84620589e-02 -1.64592379e-01 -2.56243871e-01 2.91333438e-01 2.80053646e-01 3.26406674e-01 -2.81325697e-01 3.42065956e-01 2.16766914e-01 8.57411927e-02 -1.89077628e-01 4.62137652e-01 6.92618428e-02 
6.30000000e+00 3.97813994e-01 -2.14206120e-01 1.31160006e-01 -1.03585939e-01 1.26767443e-01 -1.82543383e-01 -9.25742846e-02 9.58904368e-02 -2.13290365e-01 -2.72834503e-01 2.88267550e-01 2.54008376e-01 3.00500529e-01 -2.72660359e-01 3.54817722e-01 3.06822562e-01 1.99945593e-01 -2.96078703e-02 4.73609647e-01 -9.74930448e-02 
6.40000000e+00 3.79349843e-01 -2.09344196e-01 1.41327261e-01 -8.27885690e-02 1.50485781e-01 -1.69599613e-01 -4.30652430e-02 1.47097277e-01 -2.45471246e-01 -2.65484803e-01 2.56854469e-01 1.99120348e-01 2.38553324e-01 -2.26713027e-01 3.17541846e-01 3.50135575e-01 2.82212075e-01 1.36994586e-01 4.06095928e-01 -2.45425303e-01 
6.50000000e+00 3.61642057e-01 -2.03836138e-01 1.49950259e-01 -6.04467054e-02 1.69460317e-01 -1.49428321e-01 8.22546324e-03 1.88826012e-01 -2.59023601e-01 -2.34965729e-01 2.00461900e-01 1.21573310e-01 1.48122521e-01 -1.49887675e-01 2.35158486e-01 3.40381788e-01 3.18533850e-01 2.82883584e-01 2.70511971e-01 -3.49234614e-01 
6.60000000e+00 3.44681264e-01 -1.97801417e-01 1.57019349e-01 -3.70468387e-02 1.83235004e-01 -1.23076446e-01 5.86458668e-02 2.18524850e-01 -2.53264118e-01 -1.84078225e-01 1.24825242e-01 3.00507755e-02 4.01408085e-02 -5.27088491e-02 1.19081428e-01 2.79250739e-01 3.02412379e-01 3.83112008e-01 8.95057875e-02 -3.91019584e-01 
6.70000000e+00 3.28452747e-01 -1.91353127e-01 1.62553254e-01 -1.30641119e-02 1.91533211e-01 -9.18020284e-02 1.05678378e-01 2.34487271e-01 -2.28939429e-01 -1.17359108e-01 3.74409573e-02 -6.52716410e-02 -7.24259312e-02 5.16389022e-02 -1.43877190e-02 1.76189961e-01 2.36027703e-01 4.20004478e-01 -1.06196025e-01 -3.63576394e-01 
6.80000000e+00 3.12937260e-01 -1.84596925e-01 1.66596020e-01 1.10487582e-02 1.94255077e-01 -5.70065567e-02 1.47062238e-01 2.35929710e-01 -1.88121393e-01 -4.06419558e-02 -5.31942962e-02 -1.53882728e-01 -1.76150677e-01 1.49112265e-01 -1.46383045e-01 4.69627074e-02 1.29958230e-01 3.86378742e-01 -2.82965875e-01 -2.71872922e-01 
6.90000000e+00 2.98111812e-01 -1.77630215e-01 1.69213700e-01 3.48706956e-02 1.91469051e-01 -2.01657353e-02 1.80895017e-01 2.23004642e-01 -1.34009454e-01 3.94822411e-02 -1.38419027e-01 -2.26106508e-01 -2.58752970e-01 2.26700967e-01 -2.58176995e-01 -8.87588057e-02 1.48190430e-03 2.87012338e-01 -4.10100043e-01 -1.32362249e-01 
7.00000000e+00 2.83950414e-01 -1.70541576e-01 1.70490880e-01 5.80195270e-02 1.83398469e-01 1.72378151e-02 2.05709289e-01 1.96751831e-01 -7.06599540e-02 1.16252742e-01 -2.10233064e-01 -2.74155227e-01 -3.10547464e-01 2.74152557e-01 -3.33867561e-01 -2.10392551e-01 -1.28265381e-01 1.38048769e-01 -4.65264015e-01 2.98097609e-02 
7.10000000e+00 2.70424783e-01 -1.63410396e-01 1.70527161e-01 8.01572936e-02 1.70404123e-01 5.37768067e-02 2.20522360e-01 1.58994669e-01 -2.66650443e-03 1.83321127e-01 -2.62035374e-01 -2.92949808e-01 -3.25562063e-01 2.85300839e-01 -3.62658317e-01 -2.99575135e-01 -2.37799978e-01 -3.56006134e-02 -4.38565968e-01 1.85250095e-01 
7.20000000e+00 2.57505007e-01 -1.56306711e-01 1.69433656e-01 1.00993687e-01 1.52963809e-01 8.81339165e-02 2.24858573e-01 1.12191795e-01 6.51824244e-02 2.35276904e-01 -2.89206531e-01 -2.80623129e-01 -3.02198228e-01 2.58827660e-01 -3.40400752e-01 -3.42938412e-01 -3.08877701e-01 -2.04441536e-01 -3.34486542e-01 3.05636740e-01 
7.30000000e+00 2.45160159e-01 -1.49291209e-01 1.67329606e-01 1.20287746e-01 1.31649831e-01 1.19146869e-01 2.18745266e-01 5.92566034e-02 1.28242682e-01 2.68073288e-01 -2.89486881e-01 -2.38660017e-01 -2.43364081e-01 1.98368509e-01 -2.70177977e-01 -3.34110482e-01 -3.29550790e-01 -3.39457259e-01 -1.71264495e-01 3.68937988e-01 
7.40000000e+00 2.33358861e-01 -1.42415398e-01 1.64339155e-01 1.37848006e-01 1.07105417e-01 1.45842714e-01 2.02684744e-01 3.35852596e-03 1.82326447e-01 2.79320824e-01 -2.63123244e-01 -1.71670076e-01 -1.56075710e-01 1.11962884e-01 -1.61850299e-01 -2.74640164e-01 -2.96176545e-01 -4.17162447e-01 2.22047077e-02 3.63551186e-01 
7.50000000e+00 2.22069798e-01 -1.35721904e-01 1.60588352e-01 1.53531313e-01 8.00209094e-02 1.67460723e-01 1.77605646e-01 -5.22797690e-02 2.23966840e-01 2.68429845e-01 -2.12780144e-01 -8.68303878e-02 -5.05853737e-02 1.09379703e-02 -3.06348541e-02 -1.73712473e-01 -2.14037948e-01 -4.23754463e-01 2.11440883e-01 2.90558038e-01 
7.60000000e+00 2.11262180e-01 -1.29244874e-01 1.56202414e-01 1.67240543e-01 5.11105115e-02 1.83463980e-01 1.44797810e-01 -1.04575891e-01 2.50619820e-01 2.36596999e-01 -1.43233797e-01 6.92995064e-03 6.08504088e-02 -9.16130515e-02 1.05069095e-01 -4.67096015e-02 -9.64730830e-02 -3.57614417e-01 3.62530628e-01 1.63633041e-01 
7.70000000e+00 2.00906150e-01 -1.23010481e-01 1.51303287e-01 1.78921475e-01 2.10902640e-02 1.93540305e-01 1.05835160e-01 -1.50760224e-01 2.60793596e-01 1.86644892e-01 -6.08862388e-02 9.99061968e-02 1.65410804e-01 -1.82548202e-01 2.26290924e-01 8.71520415e-02 3.73365596e-02 -2.29696053e-01 4.48250686e-01 6.58035735e-03 
7.80000000e+00 1.90973130e-01 -1.17037501e-01 1.46007527e-01 1.88559050e-01 -9.34219250e-03 1.97593641e-01 6.24912425e-02 -1.88517981e-01 2.54101607e-01 1.22736036e-01 2.68484849e-02 1.82644668e-01 2.51186762e-01 -2.50360635e-01 3.16158398e-01 2.07740161e-01 1.65542718e-01 -6.17131404e-02 4.53041487e-01 -1.51071071e-01 
7.90000000e+00 1.81436125e-01 -1.11337948e-01 1.40424513e-01 1.96173234e-01 -3.95256266e-02 1.95727394e-01 1.66519569e-02 -2.16094195e-01 2.31240630e-01 4.99918220e-02 1.12225308e-01 2.46908807e-01 3.08522399e-01 -2.86612717e-01 3.62246143e-01 2.97032456e-01 2.67235521e-01 1.17571703e-01 3.75904623e-01 -2.79602883e-01 
8.00000000e+00 1.72269963e-01 -1.05917744e-01 1.34654994e-01 2.01814691e-01 -6.88506693e-02 1.88221447e-01 -2.97703689e-02 -2.32358004e-01 1.93900520e-01 -2.59466353e-02 1.87852834e-01 2.86485373e-01 3.31071715e-01 -2.86943827e-01 3.58274416e-01 3.41792787e-01 3.25873312e-01 2.77313297e-01 2.30669679e-01 -3.54730371e-01 
8.10000000e+00 1.63451477e-01 -1.00777428e-01 1.28789987e-01 2.05560418e-01 -9.67724877e-02 1.75504709e-01 -7.49178486e-02 -2.36825582e-01 1.44616081e-01 -9.93763534e-02 2.47321408e-01 2.97753480e-01 3.16458157e-01 -2.51536972e-01 3.04927786e-01 3.35500729e-01 3.31968866e-01 3.89935219e-01 4.35563781e-02 -3.62237702e-01 
8.20000000e+00 1.54959644e-01 -9.59128679e-02 1.22909994e-01 2.07509480e-01 -1.22820559e-01 1.58125031e-01 -1.17059791e-01 -2.29643847e-01 8.65744803e-02 -1.64970703e-01 2.85722648e-01 2.79968237e-01 2.66473547e-01 -1.85003051e-01 2.09692395e-01 2.79256878e-01 2.84594824e-01 4.35924985e-01 -1.51541896e-01 -3.00726074e-01 
8.30000000e+00 1.46775666e-01 -9.13159795e-02 1.17084543e-01 2.07778945e-01 -1.46605514e-01 1.36718236e-01 -1.54654926e-01 -2.11539414e-01 2.33933847e-02 -2.18163941e-01 3.00020871e-01 2.35243320e-01 1.86807213e-01 -9.57172865e-02 8.57510919e-02 1.81545033e-01 1.91473742e-01 4.07229309e-01 -3.19201584e-01 -1.81929787e-01 
8.40000000e+00 1.38882996e-01 -8.69754321e-02 1.11372026e-01 2.06500089e-01 -1.67823093e-01 1.11977809e-01 -1.86401399e-01 -1.83739105e-01 -4.11144437e-02 -2.55454910e-01 2.89251945e-01 1.68249008e-01 8.63493687e-02 5.28999385e-03 -4.98925888e-02 5.69053866e-02 6.76565686e-02 3.08653842e-01 -4.28917816e-01 -2.85203067e-02 
8.50000000e+00 1.31267325e-01 -8.28773356e-02 1.05819813e-01 2.03814891e-01 -1.86255352e-01 8.46265349e-02 -2.11273491e-01 -1.47869539e-01 -1.03174795e-01 -2.74611407e-01 2.54541190e-01 8.56706952e-02 -2.38411805e-02 1.05734690e-01 -1.78786452e-01 -7.62662784e-02 -6.69734600e-02 1.57025583e-01 -4.60674482e-01 1.30195830e-01 
8.60000000e+00 1.23916523e-01 -7.90058969e-02 1.00464616e-01 1.99872850e-01 -2.01769280e-01 5.53910737e-02 -2.28544692e-01 -1.05843895e-01 -1.59270010e-01 -2.74766296e-01 1.98947741e-01 -4.50530306e-03 -1.31780891e-01 1.93589431e-01 -2.83559920e-01 -1.98453490e-01 -1.90945598e-01 -2.17286390e-02 -4.08609307e-01 2.63868363e-01 
8.70000000e+00 1.16820535e-01 -7.53440387e-02 9.53330648e-02 1.94828112e-01 -2.14313095e-01 2.49801546e-02 -2.37797291e-01 -5.97439059e-02 -2.06329519e-01 -2.56405882e-01 1.27156859e-01 -9.37984260e-02 -2.25874054e-01 2.58515322e-01 -3.50261328e-01 -2.91876970e-01 -2.84655092e-01 -1.97068617e-01 -2.82097160e-01 3.46912203e-01 
8.80000000e+00 1.09971247e-01 -7.18739730e-02 9.04424723e-02 1.88836871e-01 -2.23910480e-01 -5.93324321e-03 -2.38919204e-01 -1.17045348e-02 -2.41883727e-01 -2.21259740e-01 4.50529502e-02 -1.74048691e-01 -2.96149150e-01 2.93045554e-01 -3.70186953e-01 -3.43055753e-01 -3.33463169e-01 -3.39102434e-01 -1.04050778e-01 3.63414952e-01 
8.90000000e+00 1.03362320e-01 -6.85777228e-02 8.58017446e-02 1.82055046e-01 -2.30653097e-01 -3.67256383e-02 -2.32089144e-01 3.61922190e-02 -2.64174923e-01 -1.72108205e-01 -4.07860967e-02 -2.38160170e-01 -3.35287979e-01 2.93389830e-01 -3.40965125e-01 -3.44705120e-01 -3.29951879e-01 -4.23704809e-01 9.32488028e-02 3.10194834e-01 
9.00000000e+00 9.69889983e-02 -6.54375880e-02 8.14124023e-02 1.74636172e-01 -2.34691726e-01 -6.68328818e-02 -2.17751613e-01 8.20093249e-02 -2.72221880e-01 -1.12528847e-01 -1.23628714e-01 -2.80706209e-01 -3.39344211e-01 2.59780588e-01 -2.66767518e-01 -2.96710352e-01 -2.74991054e-01 -4.36607941e-01 2.74025361e-01 1.97416912e-01 
9.10000000e+00 9.08478994e-02 -6.24365507e-02 7.72696762e-02 1.66729499e-01 -2.36226390e-01 -9.57564280e-02 -1.96583439e-01 1.24028995e-01 -2.65837696e-01 -4.66060245e-02 -1.97118966e-01 -2.98347792e-01 -3.08085584e-01 1.96340474e-01 -1.57642379e-01 -2.06055631e-01 -1.77474790e-01 -3.75769573e-01 4.05506253e-01 4.66473846e-02 
9.20000000e+00 8.49367896e-02 -5.95586175e-02 7.33636417e-02 1.58478267e-01 -2.35495862e-01 -1.23066527e-01 -1.69453781e-01 1.60807283e-01 -2.45603072e-01 2.13718331e-02 -2.55754256e-01 -2.90038200e-01 -2.44936923e-01 1.10507839e-01 -2.80834017e-02 -8.57409508e-02 -5.28017626e-02 -2.51630710e-01 4.63858360e-01 -1.13278783e-01 
9.30000000e+00 7.92543540e-02 -5.67890976e-02 6.96803554e-02 1.50018140e-01 -2.32766908e-01 -1.48402902e-01 -1.37379603e-01 1.91208563e-01 -2.12799508e-01 8.72040797e-02 -2.95276853e-01 -2.57009610e-01 -1.56544465e-01 1.21064498e-02 1.04953000e-01 4.71359968e-02 7.96286220e-02 -8.52455652e-02 4.38481941e-01 -2.51779596e-01 
9.40000000e+00 7.37999636e-02 -5.41148170e-02 6.62029643e-02 1.41475796e-01 -2.28323642e-01 -1.71473492e-01 -1.01478680e-01 2.14420808e-01 -1.69308745e-01 1.47038982e-01 -3.12953464e-01 -2.02558271e-01 -5.20210358e-02 -8.78183109e-02 2.24302838e-01 1.73841954e-01 1.99484967e-01 9.53672497e-02 3.33890082e-01 -3.42373519e-01 
9.50000000e+00 6.85734466e-02 -5.15242686e-02 6.29127567e-02 1.32967678e-01 -2.22457325e-01 -1.92051821e-01 -6.29221212e-02 2.29953624e-01 -1.17486151e-01 1.97588732e-01 -3.07727324e-01 -1.31662369e-01 5.80376232e-02 -1.78254843e-01 3.14816840e-01 2.76654339e-01 2.88643110e-01 2.60004378e-01 1.68847568e-01 -3.67729758e-01 
9.60000000e+00 6.35748698e-02 -4.90077027e-02 5.97901311e-02 1.24598905e-01 -2.15456913e-01 -2.09973492e-01 -2.28883037e-02 2.37621810e-01 -6.00165607e-02 2.36288161e-01 -2.80237981e-01 -5.04791800e-02 1.62655344e-01 -2.49428394e-01 3.65260444e-01 3.41316162e-01 3.33907356e-01 3.81359440e-01 -2.70555660e-02 -3.22956581e-01 
9.70000000e+00 5.88043326e-02 -4.65571595e-02 5.68154623e-02 1.16462372e-01 -2.07600608e-01 -2.25132200e-01 1.74800631e-02 2.37517667e-01 2.38562865e-04 2.61392366e-01 -2.32714363e-01 3.42249627e-02 2.51579627e-01 -2.93822208e-01 3.69655749e-01 3.58962127e-01 3.28907789e-01 4.39543554e-01 -2.18756684e-01 -2.16506362e-01 
9.80000000e+00 5.42617800e-02 -4.41664501e-02 5.39698493e-02 1.08638054e-01 -1.99148628e-01 -2.37475578e-01 5.71142612e-02 2.29975422e-01 6.03939596e-02 2.72013524e-01 -1.68755936e-01 1.15657272e-01 3.16275526e-01 -3.06915038e-01 3.27912165e-01 3.27262307e-01 2.74910177e-01 4.25295285e-01 -3.72018493e-01 -6.85367791e-02 
9.90000000e+00 4.99468361e-02 -4.18310897e-02 5.12357347e-02 1.01192527e-01 -1.90337338e-01 -2.47001052e-01 9.50520631e-02 2.15531015e-01 1.17685305e-01 2.68101589e-01 -9.30243002e-02 1.87543088e-01 3.50714168e-01 -2.87570325e-01 2.45691276e-01 2.50646068e-01 1.80452214e-01 3.41369121e-01 -4.59532329e-01 9.29446707e-02 
1.00000000e+01 4.58586614e-02 -3.95481910e-02 4.85973900e-02 9.41787391e-02 -1.81374838e-01 -2.53751813e-01 1.30463506e-01 1.94880196e-01 1.69598734e-01 2.50376978e-01 -1.08728536e-02 2.44590131e-01 3.51886279e-01 -2.38053819e-01 1.33552529e-01 1.39599843e-01 5.99022903e-02 2.01910077e-01 -4.65736395e-01 2.37405226e-01 
