#          b = 1.2
#          n:            1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
# Eigenvalues: -4.967549723e-01 -1.177596507e-01 5.324275529e-02 3.123752342e-01 6.711524672e-01 1.114759789e+00 1.663833910e+00 2.294645497e+00 3.046654324e+00 3.879886020e+00 4.859755887e+00 5.921904160e+00 7.171382046e+00 8.506395763e+00 1.009840647e+01 1.178417294e+01 1.386449074e+01 1.606332517e+01 1.902646050e+01 2.223855487e+01 
#      r             u_1(r)        u_2(r)        u_3(r)        u_4(r)        u_5(r)        u_6(r)        u_7(r)        u_8(r)        u_9(r)        u_10(r)        u_11(r)        u_12(r)        u_13(r)        u_14(r)        u_15(r)        u_16(r)        u_17(r)        u_18(r)        u_19(r)        u_20(r)
6.10000000e+00 1.67382633e-02 1.80343287e-02 -3.61427053e-02 7.24521960e-02 1.77915166e-01 -3.57308455e-01 -3.79701018e-01 2.50519740e-02 -3.80336854e-01 -9.71943255e-02 3.01609722e-01 3.79931415e-01 2.47741394e-01 1.67393422e-02 2.34040951e-01 -2.16041059e-01 -2.89990075e-01 2.08753999e-01 -3.20221514e-01 4.50265728e-01 
6.20000000e+00 1.43121055e-02 1.65974443e-02 -3.18522960e-02 6.12198189e-02 1.56661840e-01 -3.37160976e-01 -4.07510313e-01 -6.72638141e-02 -3.77013099e-01 3.56500139e-02 3.95645167e-01 2.92518897e-01 2.89232941e-02 2.19589269e-01 4.34964961e-01 -4.12694521e-01 -4.34584452e-01 5.09719044e-01 8.78562693e-02 3.67452505e-01 
6.30000000e+00 1.21458230e-02 1.51915385e-02 -2.77499109e-02 5.21286932e-02 1.38318876e-01 -3.12480470e-01 -4.18146049e-01 -1.55184150e-01 -3.33123657e-01 1.61068019e-01 4.21230510e-01 1.48975666e-01 -1.97948428e-01 3.63356670e-01 4.94802927e-01 -4.63575088e-01 -4.09001989e-01 5.88475770e-01 4.57446678e-01 9.75828570e-02 
6.40000000e+00 1.02275785e-02 1.38141481e-02 -2.38411521e-02 4.50237695e-02 1.22706861e-01 -2.84564122e-01 -4.13779452e-01 -2.34437567e-01 -2.55054466e-01 2.64374818e-01 3.75718168e-01 -2.07948905e-02 -3.77613659e-01 4.11052989e-01 3.97400521e-01 -3.50841250e-01 -2.26779702e-01 4.13759658e-01 6.14547635e-01 -2.24033446e-01 
6.50000000e+00 8.54371863e-03 1.24687675e-02 -2.01487745e-02 3.96839646e-02 1.09463550e-01 -2.54684089e-01 -3.97381256e-01 -3.02007777e-01 -1.52317157e-01 3.35293922e-01 2.68604748e-01 -1.84403231e-01 -4.68298579e-01 3.51989521e-01 1.76711369e-01 -1.13998167e-01 3.94793028e-02 6.34782548e-02 4.85585441e-01 -4.36445492e-01 
6.60000000e+00 7.07892741e-03 1.11630358e-02 -1.67047838e-02 3.58400465e-02 9.81264825e-02 -2.24068750e-01 -3.72305091e-01 -3.56004171e-01 -3.60655091e-02 3.68429168e-01 1.18976376e-01 -3.13188093e-01 -4.50919168e-01 2.02891931e-01 -9.65249188e-02 1.65294491e-01 2.88364667e-01 -3.11902701e-01 1.30202826e-01 -4.33432548e-01 
6.70000000e+00 5.81652654e-03 9.90700482e-03 -1.35432018e-02 3.31949926e-02 8.82088471e-02 -1.93871210e-01 -3.41895767e-01 -3.95486878e-01 8.24169559e-02 3.62984649e-01 -4.84691175e-02 -3.86819373e-01 -3.32123611e-01 2.08725232e-03 -3.38633528e-01 3.92208624e-01 4.28769537e-01 -5.55182257e-01 -2.88248304e-01 -2.15591248e-01 
6.80000000e+00 4.73887267e-03 8.71158394e-03 -1.06940935e-02 3.14449701e-02 7.92616459e-02 -1.65127265e-01 -3.09163957e-01 -4.20298478e-01 1.93051052e-01 3.21984590e-01 -2.07957710e-01 -3.95729813e-01 -1.41016522e-01 -2.01081294e-01 -4.79037022e-01 4.90958167e-01 4.12609534e-01 -5.68133957e-01 -5.79047082e-01 1.10971389e-01 
6.90000000e+00 3.82780416e-03 7.58723835e-03 -8.17921363e-03 3.02990157e-02 7.09178535e-02 -1.38709176e-01 -2.76555550e-01 -4.30929012e-01 2.87959335e-01 2.51253859e-01 -3.36865675e-01 -3.41359716e-01 7.90263152e-02 -3.58573426e-01 -4.80283661e-01 4.29274503e-01 2.49694759e-01 -3.49667710e-01 -6.10938851e-01 3.87479586e-01 
7.00000000e+00 3.06509505e-03 6.54298437e-03 -6.00939123e-03 2.94957228e-02 6.29170729e-02 -1.15283553e-01 -2.45828139e-01 -4.28417108e-01 3.62035871e-01 1.58371334e-01 -4.18932182e-01 -2.34606617e-01 2.81016357e-01 -4.34645740e-01 -3.46609273e-01 2.27511581e-01 9.22528887e-04 7.69168825e-03 -3.69862385e-01 4.79912054e-01 
7.10000000e+00 2.43288183e-03 5.58569873e-03 -4.18357102e-03 2.88156863e-02 5.51117616e-02 -9.52814345e-02 -2.18031513e-01 -4.14273372e-01 4.13071258e-01 5.17318452e-02 -4.46027487e-01 -9.30914686e-02 4.24748282e-01 -4.13155845e-01 -1.19663160e-01 -4.96646376e-02 -2.45880529e-01 3.58989604e-01 3.71923844e-02 3.43030355e-01 
7.20000000e+00 1.91403734e-03 4.71973139e-03 -2.68927059e-03 2.80890369e-02 4.74581082e-02 -7.88865471e-02 -1.93575786e-01 -3.90405183e-01 4.41483611e-01 -6.02238293e-02 -4.18365718e-01 6.21051337e-02 4.84604224e-01 -2.99937219e-01 1.35978683e-01 -3.15254272e-01 -4.07484598e-01 5.66645065e-01 4.31802996e-01 4.07781552e-02 
7.30000000e+00 1.49247514e-03 3.94679029e-03 -1.50411737e-03 2.71979934e-02 3.99959054e-02 -6.60445016e-02 -1.72361826e-01 -3.59024290e-01 4.49757374e-01 -1.69607924e-01 -3.43348129e-01 2.09669069e-01 4.53348380e-01 -1.20236654e-01 3.52220322e-01 -4.87739886e-01 -4.32714566e-01 5.53825877e-01 6.43259148e-01 -2.85321555e-01 
7.40000000e+00 1.15337606e-03 3.26605115e-03 -5.98087315e-04 2.60749000e-02 3.28222475e-02 -5.64921410e-02 -1.53944669e-01 -3.22527291e-01 4.41719854e-01 -2.69539158e-01 -2.33441772e-01 3.30824172e-01 3.41611976e-01 8.77387755e-02 4.75755677e-01 -5.15694103e-01 -3.17079405e-01 3.30935963e-01 5.81652375e-01 -4.83317496e-01 
7.50000000e+00 8.83336037e-04 2.67443723e-03 6.39232308e-05 2.46966227e-02 2.60636372e-02 -4.98031146e-02 -1.37701522e-01 -2.83350574e-01 4.21788379e-01 -3.54479376e-01 -1.03608331e-01 4.11393854e-01 1.73787973e-01 2.81430425e-01 4.80405233e-01 -3.91874465e-01 -1.01100310e-01 -1.29836716e-02 2.73887379e-01 -4.61165754e-01 
7.60000000e+00 6.70440037e-04 2.16701156e-03 5.19513390e-04 2.30764177e-02 1.98503140e-02 -4.54435908e-02 -1.22980849e-01 -2.43811705e-01 3.94302122e-01 -4.20469257e-01 3.12068609e-02 4.43037633e-01 -1.82552956e-02 4.22718764e-01 3.70971011e-01 -1.53343902e-01 1.45416831e-01 -3.47878350e-01 -1.50826068e-01 -2.27813505e-01 
7.70000000e+00 5.04270959e-04 1.73742787e-03 8.06431046e-04 2.12544581e-02 1.42955004e-02 -4.28310833e-02 -1.09216504e-01 -2.05955955e-01 3.63018342e-01 -4.65262092e-01 1.58115505e-01 4.23654579e-01 -2.01982798e-01 4.85112432e-01 1.78795793e-01 1.31328156e-01 3.46733892e-01 -5.52804719e-01 -5.17368840e-01 1.12571034e-01 
7.80000000e+00 3.75865005e-04 1.37839324e-03 9.60631434e-04 1.92881275e-02 9.48104735e-03 -4.13896469e-02 -9.59991672e-02 -1.71428222e-01 3.30811659e-01 -4.88343462e-01 2.67606115e-01 3.57023875e-01 -3.50038030e-01 4.58072766e-01 -4.86009606e-02 3.83001772e-01 4.44188818e-01 -5.58971187e-01 -6.77505078e-01 4.08822145e-01 
7.90000000e+00 2.77625995e-04 1.08210564e-03 1.01482881e-03 1.72429988e-02 5.44982017e-03 -4.05959696e-02 -8.31051671e-02 -1.41387286e-01 2.99575186e-01 -4.90824505e-01 3.54069450e-01 2.51811220e-01 -4.44116628e-01 3.47916615e-01 -2.60288735e-01 5.34356830e-01 4.12050221e-01 -3.70717194e-01 -5.68546271e-01 5.30321130e-01 
8.00000000e+00 2.03210999e-04 8.40639748e-04 9.97559150e-04 1.51851655e-02 2.20424665e-03 -4.00127771e-02 -7.04888565e-02 -1.16472421e-01 2.70290712e-01 -4.75207351e-01 4.15612740e-01 1.20115010e-01 -4.76472206e-01 1.75470263e-01 -4.13582523e-01 5.47326817e-01 2.62447008e-01 -5.90466907e-02 -2.35191830e-01 4.23420117e-01 
8.10000000e+00 1.47398671e-04 6.46265145e-04 9.32717769e-04 1.31753134e-02 -2.90180490e-04 -3.93080760e-02 -5.82485747e-02 -9.68238048e-02 2.43215471e-01 -4.45039200e-01 4.53355022e-01 -2.42410036e-02 -4.49235486e-01 -2.87428196e-02 -4.82015741e-01 4.21254064e-01 3.92705997e-02 2.67288505e-01 1.91820006e-01 1.32815834e-01 
8.20000000e+00 1.05950075e-04 4.91690066e-04 8.39499142e-04 1.12646661e-02 -2.09797635e-03 -3.82607171e-02 -4.65776900e-02 -8.21499679e-02 2.18126446e-01 -4.04490352e-01 4.70445589e-01 -1.67446735e-01 -3.72143863e-01 -2.30612720e-01 -4.58467177e-01 1.90503190e-01 -1.95947955e-01 5.00876044e-01 5.49162398e-01 -2.19617991e-01 
8.30000000e+00 7.54699015e-05 3.70231413e-04 7.32647075e-04 9.49272153e-03 -3.30488806e-03 -3.67543031e-02 -3.57116276e-02 -7.18292987e-02 1.94567949e-01 -3.57905267e-01 4.71040629e-01 -2.97262970e-01 -2.59472585e-01 -3.98573065e-01 -3.53684709e-01 -8.67124005e-02 -3.81429160e-01 5.70607671e-01 7.03832388e-01 -4.87542846e-01 
8.40000000e+00 5.32740617e-05 2.75917275e-04 6.22918490e-04 7.88654399e-03 -4.00868210e-03 -3.47624391e-02 -2.58797121e-02 -6.50292510e-02 1.72061081e-01 -3.09380569e-01 4.59423284e-01 -4.04218777e-01 -1.26936159e-01 -5.08622266e-01 -1.91476027e-01 -3.44406503e-01 -4.70877985e-01 4.61421787e-01 6.01145000e-01 -5.60914460e-01 
8.50000000e+00 3.72677430e-05 2.03531676e-04 5.17670532e-04 6.46128111e-03 -4.31060589e-03 -3.23287168e-02 -1.72677620e-02 -6.08266532e-02 1.50250445e-01 -2.62418611e-01 4.39379231e-01 -4.82331112e-01 1.08549294e-02 -5.47459612e-01 -2.30843419e-03 -5.25135353e-01 -4.43788310e-01 2.14226007e-01 2.81115177e-01 -4.09510445e-01 
8.60000000e+00 2.58364163e-05 1.48613072e-04 4.21494314e-04 5.22154501e-03 -4.30827477e-03 -2.95446906e-02 -9.99432952e-03 -5.83148761e-02 1.28980385e-01 -2.19691336e-01 4.13863491e-01 -5.29304250e-01 1.42061044e-01 -5.13416080e-01 1.83006803e-01 -5.92466623e-01 -3.08468931e-01 -9.15301426e-02 -1.40314974e-01 -9.26667655e-02 
8.70000000e+00 1.77509158e-05 1.07418419e-04 3.36835921e-04 4.16330659e-03 -4.09037865e-03 -2.65285981e-02 -4.10077541e-03 -5.66877525e-02 1.08306917e-01 -1.82930270e-01 3.84930361e-01 -5.46244787e-01 2.58347018e-01 -4.15315277e-01 3.38317324e-01 -5.37076968e-01 -9.79860708e-02 -3.64991496e-01 -5.15672125e-01 2.66653614e-01 
8.80000000e+00 1.20866689e-05 7.68638848e-05 2.64563362e-04 3.27599897e-03 -3.73329459e-03 -2.34068395e-02 4.46654885e-04 -5.52950379e-02 8.84608738e-02 -1.52938659e-01 3.53856779e-01 -5.36994471e-01 3.54830866e-01 -2.69763495e-01 4.45202747e-01 -3.75915294e-01 1.39141922e-01 -5.31210025e-01 -7.18237946e-01 5.31168804e-01 
8.90000000e+00 8.15639910e-06 5.44518828e-05 2.04454810e-04 2.54459023e-03 -3.29945832e-03 -2.02994291e-02 3.74581765e-03 -5.36689040e-02 6.97819609e-02 -1.29705060e-01 3.21372512e-01 -5.07226714e-01 4.29511042e-01 -9.75799218e-02 4.94076721e-01 -1.45647422e-01 3.50736433e-01 -5.50523414e-01 -6.83523691e-01 6.01578296e-01 
9.00000000e+00 5.45513315e-06 3.81922793e-05 1.55597414e-04 1.95145587e-03 -2.83719740e-03 -1.73098813e-02 5.94223645e-03 -5.15247703e-02 5.26431914e-02 -1.12586577e-01 2.87915251e-01 -4.63467563e-01 4.82459951e-01 7.98802229e-02 4.83685758e-01 1.07235837e-01 4.92337547e-01 -4.25565021e-01 -4.26907475e-01 4.51974743e-01 
9.10000000e+00 3.61606922e-06 2.65237731e-05 1.16696628e-04 1.47794951e-03 -2.38165619e-03 -1.45193844e-02 7.21059281e-03 -4.87422977e-02 3.73816115e-02 -1.00525711e-01 2.53848255e-01 -4.12188609e-01 5.15025102e-01 2.43865914e-01 4.19567142e-01 3.36894538e-01 5.35795663e-01 -1.95825264e-01 -3.38587869e-02 1.36465147e-01 
9.20000000e+00 2.37575889e-06 1.82396615e-05 8.63032351e-05 1.10562747e-03 -1.95643380e-03 -1.19846855e-02 7.73689089e-03 -4.53335048e-02 2.42459671e-02 -9.22668125e-02 2.19604490e-01 -3.59083944e-01 5.29193841e-01 3.80402099e-01 3.12032351e-01 5.06810957e-01 4.73646302e-01 7.67519672e-02 3.71369328e-01 -2.33295856e-01 
9.30000000e+00 1.54707812e-06 1.24206512e-05 6.29695528e-05 8.17127967e-04 -1.57559329e-03 -9.73886731e-03 7.70323050e-03 -4.14048845e-02 1.33663142e-02 -8.65450505e-02 1.85747255e-01 -3.08595555e-01 5.27184502e-01 4.81315150e-01 1.74122045e-01 5.95128766e-01 3.18922853e-01 3.25793320e-01 6.66430422e-01 -5.29454527e-01 
9.40000000e+00 9.98565543e-07 8.37610457e-06 4.53481138e-05 5.96736371e-04 -1.24576356e-03 -7.79411847e-03 7.27627346e-03 -3.71194037e-02 4.74564120e-03 -8.22303725e-02 1.52957769e-01 -2.63701865e-01 5.11250154e-01 5.44171841e-01 1.98099717e-02 5.96175298e-01 1.01034895e-01 4.96827559e-01 7.67329534e-01 -6.52278186e-01 
9.50000000e+00 6.38860015e-07 5.59414286e-06 3.22461541e-05 4.30686222e-04 -9.68130541e-04 -6.14564872e-03 6.59973483e-03 -3.26627473e-02 -1.73000648e-03 -7.84190497e-02 1.21972654e-01 -2.25941720e-01 4.83633779e-01 5.71369763e-01 -1.37422668e-01 5.18616083e-01 -1.40975465e-01 5.58112769e-01 6.50055371e-01 -5.62076552e-01 
9.60000000e+00 4.05144634e-07 3.70034246e-06 2.26480662e-05 3.07253103e-04 -7.40187226e-04 -4.77602974e-03 5.79065261e-03 -2.82164747e-02 -6.26842827e-03 -7.44742816e-02 9.34985031e-02 -1.95616914e-01 4.46597795e-01 5.68713182e-01 -2.85629414e-01 3.81317557e-01 -3.66174695e-01 5.04357046e-01 3.52733055e-01 -2.89139896e-01 
9.70000000e+00 2.54683174e-07 2.42431974e-06 1.57161567e-05 2.16698243e-04 -5.57176047e-04 -3.65941662e-03 4.93881326e-03 -2.39391799e-02 -9.14128565e-03 -7.00238645e-02 6.81282333e-02 -1.72102634e-01 4.02460001e-01 5.43821758e-01 -4.15098503e-01 2.08236924e-01 -5.38907443e-01 3.53865989e-01 -3.99429859e-02 7.95594574e-02 
9.80000000e+00 1.58703592e-07 1.57325719e-06 1.07779724e-05 1.51112962e-04 -4.13206940e-04 -2.76528505e-03 4.10852676e-03 -1.99554753e-02 -1.06527691e-02 -6.49266445e-02 4.62772481e-02 -1.54195924e-01 3.53592071e-01 5.04666515e-01 -5.18763568e-01 2.35527806e-02 -6.34173614e-01 1.41144656e-01 -4.23348657e-01 4.30456795e-01 
9.90000000e+00 9.80347794e-08 1.01133062e-06 7.30642544e-06 1.04206626e-04 -3.02069631e-04 -2.06148355e-03 3.34191785e-03 -1.63517393e-02 -1.11111951e-02 -5.92205377e-02 2.81490073e-02 -1.40443960e-01 3.02364833e-01 4.58433839e-01 -5.92367702e-01 -1.52093667e-01 -6.40513726e-01 -9.24049623e-02 -7.01849547e-01 6.59232495e-01 
1.00000000e+01 6.00331422e-08 6.44008278e-07 4.89713102e-06 7.10711225e-05 -2.17780047e-04 -1.51653340e-03 2.66298377e-03 -1.31770868e-02 -1.08062711e-02 -5.30638338e-02 1.37316700e-02 -1.29411901e-01 2.51048437e-01 4.10811804e-01 -6.34409725e-01 -3.03820698e-01 -5.60268492e-01 -3.07249123e-01 -8.11941240e-01 7.00895346e-01 
