#          b = 0.5
#          n:            1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20
# Eigenvalues: -4.924250637e-01 2.379595318e-01 1.353795348e+00 2.973362552e+00 5.112616427e+00 7.754341059e+00 1.095216565e+01 1.467350919e+01 1.901713332e+01 2.392265106e+01 2.955622788e+01 3.581488634e+01 4.297284145e+01 5.086308071e+01 5.995069558e+01 6.997266712e+01 8.179414587e+01 9.502554829e+01 1.117403700e+02 1.318342824e+02 
#      r             u_1(r)        u_2(r)        u_3(r)        u_4(r)        u_5(r)        u_6(r)        u_7(r)        u_8(r)        u_9(r)        u_10(r)        u_11(r)        u_12(r)        u_13(r)        u_14(r)        u_15(r)        u_16(r)        u_17(r)        u_18(r)        u_19(r)        u_20(r)
5.40000000e+00 -2.53851339e-16 -3.99251965e-14 8.36930757e-13 1.37304645e-11 -1.41780507e-10 1.42811127e-09 1.01892054e-08 7.54576144e-08 4.07985913e-07 -2.38837271e-06 1.01856504e-05 -4.91703374e-05 -1.67959798e-04 6.94804464e-04 -1.87047556e-03 -7.22246928e-03 1.29411189e-02 -6.81368665e-02 1.02481747e-03 -8.30279851e-01 
5.50000000e+00 -4.31004725e-17 -7.01019124e-15 1.54348569e-13 2.64967823e-12 -2.88077768e-11 3.04454970e-10 2.29524715e-09 1.78855247e-08 1.02658462e-07 -6.34357297e-07 2.89015257e-06 -1.47753705e-05 -5.44417709e-05 2.38878080e-04 -7.07921360e-04 -2.86263113e-03 6.11759669e-03 -3.07320706e-02 1.43140900e-02 -4.60171769e-01 
5.60000000e+00 -6.97477071e-18 -1.17274417e-15 2.70816523e-14 4.85888362e-13 -5.55272422e-12 6.14849515e-11 4.88780972e-10 4.00098903e-09 2.43158627e-08 -1.58289436e-07 7.67794482e-07 -4.14746824e-06 -1.64004768e-05 7.61792464e-05 -2.46057009e-04 -1.04508721e-03 2.56946432e-03 -1.27227574e-02 1.15617421e-02 -2.26612958e-01 
5.70000000e+00 -1.07614203e-18 -1.86984626e-16 4.52258147e-15 8.47080495e-14 -1.01594077e-12 1.17707079e-11 9.84856988e-11 8.45535927e-10 5.42842585e-09 -3.71594905e-08 1.91318533e-07 -1.08971154e-06 -4.60473447e-06 2.25975622e-05 -7.89464337e-05 -3.52578269e-04 9.74141219e-04 -4.84880114e-03 6.48830835e-03 -1.00368410e-01 
5.80000000e+00 -1.58356931e-19 -2.84228952e-17 7.19123629e-16 1.40459921e-14 -1.76538217e-13 2.13748380e-12 1.87910020e-11 1.68961299e-10 1.14349346e-09 -8.21741171e-09 4.47870786e-08 -2.68467198e-07 -1.20784813e-06 6.25043725e-06 -2.34758200e-05 -1.10243988e-04 3.36765256e-04 -1.70595963e-03 2.98840805e-03 -4.03363083e-02 
5.90000000e+00 -2.22310115e-20 -4.12015681e-18 1.08913826e-16 2.21616068e-15 -2.91501614e-14 3.68405641e-13 3.39749236e-12 3.19513519e-11 2.27513118e-10 -1.71371868e-09 9.86384563e-09 -6.21156153e-08 -2.96597873e-07 1.61551191e-06 -6.49101773e-06 -3.20331406e-05 1.06914574e-04 -5.55549607e-04 1.19414316e-03 -1.48083976e-02 
6.00000000e+00 -2.97820497e-21 -5.69716250e-19 1.57170594e-17 3.32844019e-16 -4.57596389e-15 6.02990123e-14 5.82487419e-13 5.72221055e-12 4.27944943e-11 -3.37386050e-10 2.04637004e-09 -1.35158874e-08 -6.83035694e-08 3.90910518e-07 -1.67332505e-06 -8.66991502e-06 3.13352657e-05 -1.67861067e-04 4.25068870e-04 -4.99277602e-03 
6.10000000e+00 -3.80832699e-22 -7.51645414e-20 2.16175240e-18 4.76024964e-17 -6.83213623e-16 9.37723095e-15 9.47542798e-14 9.71202892e-13 7.61619121e-12 -6.27625487e-11 4.00365046e-10 -2.76926167e-09 -1.47746086e-08 8.87024366e-08 -4.03101868e-07 -2.19035969e-06 8.51307817e-06 -4.71647785e-05 1.36849701e-04 -1.55263982e-03 
6.20000000e+00 -4.64945951e-23 -9.46414165e-21 2.83476027e-19 6.48510600e-18 -9.70605005e-17 1.38619399e-15 1.46332131e-14 1.56315812e-13 1.28346737e-12 -1.10414705e-11 7.39441292e-11 -5.34868355e-10 -3.00597967e-09 1.89029602e-08 -9.09219308e-08 -5.17509333e-07 2.15088241e-06 -1.23484211e-05 4.02415005e-05 -4.46936014e-04 
6.30000000e+00 -5.42072586e-24 -1.13752805e-21 3.54506582e-20 8.41865539e-19 -1.31252788e-17 1.94871774e-16 2.14652223e-15 2.38724477e-14 2.04941614e-13 -1.83840844e-12 1.29040774e-11 -9.74843778e-11 -5.75956191e-10 3.78824857e-09 -1.92346417e-08 -1.14539351e-07 5.06749760e-07 -3.01813556e-06 1.08827514e-05 -1.19446641e-04 
6.40000000e+00 -6.03658987e-25 -1.30541763e-22 4.22906915e-21 1.04168971e-19 -1.69009738e-18 2.60631765e-17 2.99223697e-16 3.46120765e-15 3.10278049e-14 -2.89904052e-13 2.12956241e-12 -1.67814772e-11 -1.04041798e-10 7.14796857e-10 -3.82220984e-09 -2.37838718e-08 1.11583991e-07 -6.89821236e-07 2.72055198e-06 -2.97149707e-05 
6.50000000e+00 -6.42232844e-26 -1.43064673e-23 4.81378153e-22 1.22893280e-20 -2.07300102e-19 3.31761325e-18 3.96567426e-17 4.76665651e-16 4.45659872e-15 -4.33259406e-14 3.32603863e-13 -2.73086016e-12 -1.77368558e-11 1.27125943e-10 -7.14398001e-10 -4.63975244e-09 2.30082987e-08 -1.47664860e-07 6.31175980e-07 -6.89633219e-06 
6.60000000e+00 -6.52893873e-27 -1.49759938e-24 5.22939914e-23 1.38270389e-21 -2.42276009e-20 4.02068749e-19 4.99897573e-18 6.23820058e-17 6.07609667e-16 -6.14024773e-15 4.91975875e-14 -4.20416199e-13 -2.85621873e-12 2.13315437e-11 -1.25742068e-10 -8.51389900e-10 4.45013305e-09 -2.96465776e-08 1.36332363e-07 -1.49606353e-06 
6.70000000e+00 -6.34337189e-28 -1.49768279e-25 5.42298403e-24 1.48406284e-22 -2.69882536e-21 4.64085186e-20 5.99595818e-19 7.76165421e-18 7.86746222e-17 -8.25679576e-16 6.89639282e-15 -6.12745105e-14 -4.34824012e-13 3.38017213e-12 -2.08642888e-11 -1.47119978e-10 8.08555428e-10 -5.58972546e-09 2.74876692e-08 -3.03891799e-07 
6.80000000e+00 -5.89114178e-29 -1.43113887e-26 5.36955436e-25 1.51985544e-23 -2.86625963e-22 5.10335678e-21 6.84557044e-20 9.18494650e-19 9.67917887e-18 -1.05402604e-16 9.16690219e-16 -8.46031649e-15 -6.26287725e-14 5.06224294e-13 -3.26688043e-12 -2.39645575e-11 1.38186169e-10 -9.90922471e-10 5.18466956e-09 -5.78882570e-08 
6.90000000e+00 -5.23059365e-30 -1.30693711e-27 5.07737382e-26 1.48552002e-24 -2.90301096e-23 5.34816832e-22 7.44190808e-21 1.03417277e-19 1.13195082e-18 -1.27795698e-17 1.15607869e-16 -1.10729781e-15 -8.54038093e-15 7.17075972e-14 -4.83120858e-13 -3.68323273e-12 2.22406083e-11 -1.65346464e-10 9.16565017e-10 -1.03552488e-08 
7.00000000e+00 -4.44060055e-31 -1.14079718e-28 4.58589663e-27 1.38603831e-25 -2.80468397e-24 5.34278730e-23 7.70590702e-22 1.10830745e-20 1.25886963e-19 -1.47232339e-18 1.38401613e-17 -1.37454548e-16 -1.10332838e-15 9.61413511e-15 -6.75343294e-14 -5.34595073e-13 3.37454075e-12 -2.59950862e-11 1.52114411e-10 -1.74167141e-09 
7.10000000e+00 -3.60525042e-32 -9.51940353e-30 3.95706160e-28 1.23475838e-26 -2.58538459e-25 5.08932786e-24 7.60258094e-23 1.13090303e-21 1.33188229e-20 -1.61248849e-19 1.57359640e-18 -1.61919582e-17 -1.35119178e-16 1.22084421e-15 -8.93026297e-15 -7.33333119e-14 4.83152398e-13 -3.85416249e-12 2.37334545e-11 -2.75736359e-10 
7.20000000e+00 -2.79958036e-33 -7.59490468e-31 3.26257282e-29 1.05047054e-27 -2.27442068e-26 4.62373071e-25 7.14861120e-24 1.09907465e-22 1.34103565e-21 -1.67945872e-20 1.69996386e-19 -1.81091734e-18 -1.56947979e-17 1.46918686e-16 -1.11782551e-15 -9.51429089e-15 6.53331411e-14 -5.39364203e-13 3.48564044e-12 -4.11326634e-11 
7.30000000e+00 -2.07956347e-34 -5.79438259e-32 2.57074122e-30 8.53614823e-29 -1.90991606e-27 4.00745156e-26 6.40802564e-25 1.01764580e-23 1.28544165e-22 -1.66411651e-21 1.74567487e-20 -1.92378442e-19 -1.73000039e-18 1.67650223e-17 -1.32535035e-16 -1.16827496e-15 8.35043842e-15 -7.13002704e-14 4.82418485e-13 -5.78694643e-12 
7.40000000e+00 -1.47784365e-35 -4.22787939e-33 1.93613592e-31 6.62663996e-30 -1.53124396e-28 3.31425892e-27 5.47748213e-26 8.97960948e-25 1.17338784e-23 -1.56925175e-22 1.70465386e-21 -1.94204654e-20 -1.81050033e-19 1.81496668e-18 -1.48933055e-17 -1.35856655e-16 1.00955440e-15 -8.90996855e-15 6.29831487e-14 -7.68517050e-13 
7.50000000e+00 -1.00488124e-36 -2.95069588e-34 1.39398515e-32 4.91531961e-31 -1.17231831e-29 2.61601842e-28 4.46578897e-27 7.55312519e-26 1.02032784e-24 -1.40876986e-23 1.58350604e-22 -1.86373338e-21 -1.79973915e-20 1.86501725e-19 -1.58706279e-18 -1.49705832e-17 1.15528358e-16 -1.05325570e-15 7.76392572e-15 -9.64142480e-14 
7.60000000e+00 -6.53855059e-38 -1.97000022e-35 9.59594742e-34 3.48423434e-32 -8.57231566e-31 1.97115410e-29 3.47357593e-28 6.05780475e-27 8.45417724e-26 -1.20437569e-24 1.39979985e-23 -1.70095904e-22 -1.70005654e-21 1.81989154e-20 -1.60458425e-19 -1.56406978e-18 1.25215411e-17 -1.17853007e-16 9.04391743e-16 -1.14348077e-14 
7.70000000e+00 -4.07171265e-39 -1.25834399e-36 6.31662124e-35 2.36062637e-33 -5.98795905e-32 1.41811251e-30 2.57817609e-29 4.63370571e-28 6.67658347e-27 -9.80814676e-26 1.17792657e-24 -1.47688018e-23 -1.52662754e-22 1.68710895e-21 -1.53994289e-20 -1.55008427e-19 1.28614438e-18 -1.24897853e-17 9.96278263e-17 -1.28294959e-15 
7.80000000e+00 -2.42687821e-40 -7.69082624e-38 3.97654921e-36 1.52888774e-34 -3.99632348e-33 9.74298509e-32 1.82640309e-30 3.38116340e-29 5.02689985e-28 -7.61091126e-27 9.43869454e-26 -1.22035062e-24 -1.30371177e-23 1.48645255e-22 -1.40350988e-21 -1.45795593e-20 1.25262040e-19 -1.25434883e-18 1.03862120e-17 -1.36256064e-16 
7.90000000e+00 -1.38464515e-41 -4.49815483e-39 2.39445843e-37 9.46703011e-36 -2.54866863e-34 6.39354596e-33 1.23513855e-31 2.35409204e-30 3.60923517e-29 -5.62893753e-28 7.20402356e-27 -9.59954113e-26 -1.05916180e-24 1.24518637e-23 -1.21528527e-22 -1.30202314e-21 1.15735470e-20 -1.19442024e-19 1.02533568e-18 -1.37063389e-17 
8.00000000e+00 -7.56295039e-43 -2.51784494e-40 1.37924126e-38 5.60532094e-37 -1.55347302e-35 4.00805442e-34 7.97539714e-33 1.56419445e-31 2.47172304e-30 -3.96885955e-29 5.23876666e-28 -7.19074472e-27 -8.18879718e-26 9.92084699e-25 -1.00014992e-23 -1.10449018e-22 1.01492987e-21 -1.07890695e-20 9.59105244e-20 -1.30660277e-18 
8.10000000e+00 -3.95500611e-44 -1.34896403e-41 7.60073546e-40 3.17389142e-38 -9.05097645e-37 2.40069987e-35 4.91796409e-34 9.92097254e-33 1.61491570e-31 -2.66844690e-30 3.63068615e-29 -5.13072799e-28 -6.02687157e-27 7.52040616e-26 -7.82597253e-25 -8.90321362e-24 8.45124436e-23 -9.24908308e-22 8.50546572e-21 -1.18098422e-19 
8.20000000e+00 -1.98036610e-45 -6.91815873e-43 4.00776114e-41 1.71886779e-39 -5.04138149e-38 1.37411114e-36 2.89660977e-35 6.00753283e-34 1.00683081e-32 -1.71121216e-31 2.39862996e-30 -3.48805737e-29 -4.22383944e-28 5.42564156e-27 -5.82439675e-26 -6.82239113e-25 6.68499741e-24 -7.52816989e-23 7.15459869e-22 -1.01258428e-20 
8.30000000e+00 -9.49563405e-47 -3.39656400e-44 2.02220584e-42 8.90437583e-41 -2.68487802e-39 7.51709399e-38 1.62981419e-36 3.47372084e-35 5.99110038e-34 -1.04687735e-32 1.51097215e-31 -2.25995411e-30 -2.81961218e-29 3.72657542e-28 -4.12427537e-27 -4.97147649e-26 5.02513873e-25 -5.82014300e-24 5.71132133e-23 -8.23949226e-22 
8.40000000e+00 -4.36032546e-48 -1.59656669e-45 9.76496897e-44 4.41290726e-42 -1.36733981e-40 3.93082671e-39 8.76190162e-38 1.91833960e-36 3.40316519e-35 -6.11116750e-34 9.07751691e-33 -1.39583266e-31 -1.79330633e-30 2.43748919e-29 -2.77949136e-28 -3.44618720e-27 3.59105166e-26 -4.27561914e-25 4.32859937e-24 -6.36555163e-23 
8.50000000e+00 -1.91763176e-49 -7.18571060e-47 4.51316584e-45 2.09244560e-43 -6.65976658e-42 1.96509122e-40 4.50128577e-39 1.01195118e-37 1.84571620e-36 -3.40466713e-35 5.20222503e-34 -8.22026964e-33 -1.08695989e-31 1.51868638e-30 -1.78333814e-29 -2.27318660e-28 2.44047112e-27 -2.98568490e-26 3.11602436e-25 -4.67101882e-24 
8.60000000e+00 -8.07786338e-51 -3.09687612e-48 1.99663160e-46 9.49374367e-45 -3.10258575e-43 9.39297385e-42 2.21011927e-40 5.09994766e-39 9.55933971e-38 -1.81062707e-36 2.84454198e-35 -4.61693965e-34 -6.28017723e-33 9.01568854e-32 -1.08962199e-30 -1.42726620e-29 1.57778400e-28 -1.98252467e-27 2.13142018e-26 -3.25680061e-25 
8.70000000e+00 -3.25945622e-52 -1.27815685e-49 8.45591418e-48 4.12210371e-46 -1.38267579e-44 4.29338158e-43 1.03728025e-41 2.45589422e-40 4.72872729e-39 -9.19317261e-38 1.48430210e-36 -2.47360162e-35 -3.45963279e-34 5.10084868e-33 -6.34174473e-32 -8.53243262e-31 9.70686849e-30 -1.25217539e-28 1.38584332e-27 -2.15838958e-26 
8.80000000e+00 -1.25991823e-53 -5.05224254e-51 3.42852609e-49 1.71293501e-47 -5.89516982e-46 1.87682629e-44 4.65409959e-43 1.13019748e-41 2.23451500e-40 -4.45716435e-39 7.39266067e-38 -1.26444680e-36 -1.81753809e-35 2.75106576e-34 -3.51676710e-33 -4.85799352e-32 5.68456630e-31 -7.52521111e-30 8.56818551e-29 -1.36011160e-27 
8.90000000e+00 -4.66571499e-55 -1.91274157e-52 1.33099218e-50 6.81309287e-49 -2.40490243e-47 7.84742323e-46 1.99659493e-44 4.97118751e-43 1.00881431e-41 -2.06386030e-40 3.51500492e-39 -6.16808747e-38 -9.10801546e-37 1.41472492e-35 -1.85860163e-34 -2.63493343e-33 3.16974631e-32 -4.30434895e-31 5.03892230e-30 -8.15200918e-29 
9.00000000e+00 -1.65539527e-56 -6.93636088e-54 4.94766469e-52 2.59399163e-50 -9.38788665e-49 3.13875015e-47 8.19053649e-46 2.09018651e-44 4.35202841e-43 -9.12848987e-42 1.59577850e-40 -2.87183768e-39 -4.35449625e-38 6.93822864e-37 -9.36349134e-36 -1.36181516e-34 1.68336008e-33 -2.34397814e-32 2.81966278e-31 -4.64871074e-30 
9.10000000e+00 -5.62756956e-58 -2.40957523e-55 1.76122979e-53 9.45478452e-52 -3.50711378e-50 1.20104567e-48 3.21332100e-47 8.40203888e-46 1.79426150e-44 -3.85727255e-43 6.91850784e-42 -1.27645486e-40 -1.98659515e-39 3.24578466e-38 -4.49774060e-37 -6.70817937e-36 8.51658858e-35 -1.21555089e-33 1.50174734e-32 -2.52292279e-31 
9.20000000e+00 -1.83316997e-59 -8.01884557e-57 6.00421010e-55 3.29936307e-53 -1.25396197e-51 4.39723924e-50 1.20577025e-48 3.22933112e-47 7.07052784e-46 -1.55735474e-44 2.86493047e-43 -5.41702451e-42 -8.65003499e-41 1.44867283e-39 -2.06038345e-38 -3.15011702e-37 4.10578302e-36 -6.00450206e-35 7.61481989e-34 -1.30346308e-32 
9.30000000e+00 -5.72233672e-61 -2.55666545e-58 1.96043198e-56 1.10240026e-54 -4.29151599e-53 1.54049933e-51 4.32803894e-50 1.18691645e-48 2.66346056e-47 -6.00870898e-46 1.13329616e-44 -2.19531289e-43 -3.59533837e-42 6.16995239e-41 -9.00298786e-40 -1.41051404e-38 1.88655164e-37 -2.82599102e-36 3.67707268e-35 -6.41255296e-34 
9.40000000e+00 -1.71182017e-62 -7.81005089e-60 6.13104588e-58 3.52706374e-56 -1.40594044e-54 5.16470193e-53 1.48620793e-51 4.17212105e-50 9.59230797e-49 -2.21574298e-47 4.28315350e-46 -8.49728108e-45 -1.42675127e-43 2.50802653e-42 -3.75313625e-41 -6.02345884e-40 8.26380240e-39 -1.26752164e-37 1.69135852e-36 -3.00475803e-35 
9.50000000e+00 -4.90773742e-64 -2.28600962e-61 1.83668232e-59 1.08064993e-57 -4.40950199e-56 1.65718629e-54 4.88285485e-53 1.40271834e-51 3.30319625e-50 -7.81012754e-49 1.54680463e-47 -3.14178459e-46 -5.40646679e-45 9.73186232e-44 -1.49297167e-42 -2.45367800e-41 3.45160872e-40 -5.41910102e-39 7.41251891e-38 -1.34133815e-36 
9.60000000e+00 -1.34854843e-65 -6.41168149e-63 5.27083022e-61 3.17092714e-59 -1.32407913e-57 5.08953731e-56 1.53502795e-54 4.51135264e-53 1.08775257e-51 -2.63178987e-50 5.33847527e-49 -1.10980854e-47 -1.95660398e-46 3.60532940e-45 -5.66807420e-44 -9.53616941e-43 1.37493287e-41 -2.20891300e-40 3.09594686e-39 -5.70580070e-38 
9.70000000e+00 -3.55170313e-67 -1.72329717e-64 1.44909670e-62 8.91143686e-61 -3.80692427e-59 1.49624739e-57 4.61793573e-56 1.38806574e-54 3.42577264e-53 -8.47911310e-52 1.76102315e-50 -3.74588910e-49 -6.76365003e-48 1.27540433e-46 -2.05409342e-45 -3.53666075e-44 5.22448972e-43 -8.58613623e-42 1.23257969e-40 -2.31334000e-39 
9.80000000e+00 -8.96630994e-69 -4.43881074e-66 3.81694601e-64 2.39882823e-62 -1.04810164e-60 4.21097430e-59 1.32956036e-57 4.08623099e-56 1.03196764e-54 -2.61219538e-53 5.55306746e-52 -1.20824394e-50 -2.23362508e-49 4.30894378e-48 -7.10684029e-47 -1.25184628e-45 1.89404083e-44 -3.18323966e-43 4.67866914e-42 -8.94124145e-41 
9.90000000e+00 -2.16979753e-70 -1.09575742e-67 9.63298865e-66 6.18542074e-64 -2.76333341e-62 1.13462039e-60 3.66382643e-59 1.15102978e-57 2.97370254e-56 -7.69599826e-55 1.67406713e-53 -3.72479766e-52 -7.04774448e-51 1.39052009e-49 -2.34786327e-48 -4.22979044e-47 6.55232111e-46 -1.12583412e-44 1.69357117e-43 -3.29517737e-42 
1.00000000e+01 -5.03354292e-72 -2.59254292e-69 2.32947316e-67 1.52786796e-65 -6.97741742e-64 2.92712277e-62 9.66418319e-61 3.10270653e-59 8.19777604e-58 -2.16857614e-56 4.82541765e-55 -1.09762133e-53 -2.12499666e-52 4.28675124e-51 -7.40754745e-50 -1.36447692e-48 2.16339376e-47 -3.79918814e-46 5.84712760e-45 -1.15815299e-43 
