# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=50, h=0.1
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
0.0000  0.000000000000000e+00  1.000000000000000e+00  5.000000000000000e-01  0.000000000000000e+00  5.000000000000000e-01
1.0000  -1.116202775707023e-03  9.959199162143301e-01  4.959282397561791e-01  2.459325072423357e-05  5.000000000000000e-01
2.0000  -2.223297149720568e-03  9.918072930109102e-01  4.918408532348147e-01  9.757190033240225e-05  5.000000000000000e-01
3.0000  -3.321283964494479e-03  9.876626645233845e-01  4.877387694467157e-01  2.177417747456872e-04  5.000000000000000e-01
4.0000  -4.410164655246504e-03  9.834865626689646e-01  4.836229094752076e-01  3.839187736898561e-04  5.000000000000000e-01
5.0000  -5.489941245066035e-03  9.792795171313508e-01  4.794941863365058e-01  5.949289929472009e-04  5.000000000000000e-01
6.0000  -6.560616340022765e-03  9.750420553439402e-01  4.753535048446677e-01  8.496088421728312e-04  5.000000000000000e-01
7.0000  -7.622193124275756e-03  9.707747024733187e-01  4.712017614810802e-01  1.146805158314002e-03  5.000000000000000e-01
8.0000  -8.674675355184999e-03  9.664779814030356e-01  4.670398442684432e-01  1.485375314672306e-03  5.000000000000000e-01
9.0000  -9.718067358424093e-03  9.621524127176598e-01  4.628686326492070e-01  1.864187325648356e-03  5.000000000000000e-01
10.0000  -1.075237402309556e-02  9.577985146871173e-01  4.586889973684240e-01  2.282119947209742e-03  5.000000000000000e-01
11.0000  -1.177760079684825e-02  9.534168032513058e-01  4.545018003609696e-01  2.738062773122971e-03  5.000000000000000e-01
12.0000  -1.279375368099768e-02  9.490077920049902e-01  4.503078946430933e-01  3.230916326991008e-03  5.000000000000000e-01
13.0000  -1.380083922564948e-02  9.445719921829712e-01  4.461081242082535e-01  3.759592150138265e-03  5.000000000000000e-01
14.0000  -1.479886452482597e-02  9.401099126455328e-01  4.419033239271957e-01  4.323012885385188e-03  5.000000000000000e-01
15.0000  -1.578783721159648e-02  9.356220598641624e-01  4.376943194522291e-01  4.920112356755316e-03  5.000000000000000e-01
16.0000  -1.676776545321164e-02  9.311089379075420e-01  4.334819271256555e-01  5.549835645157897e-03  5.000000000000000e-01
17.0000  -1.773865794624206e-02  9.265710484278146e-01  4.292669538923097e-01  6.211139160089593e-03  5.000000000000000e-01
18.0000  -1.870052391172090e-02  9.220088906471176e-01  4.250501972161642e-01  6.902990707398658e-03  5.000000000000000e-01
19.0000  -1.965337309029194e-02  9.174229613443872e-01  4.208324450009525e-01  7.624369553156542e-03  5.000000000000000e-01
20.0000  -2.059721573736241e-02  9.128137548424290e-01  4.166144755147670e-01  8.374266483680828e-03  5.000000000000000e-01
21.0000  -2.153206261826106e-02  9.081817629952564e-01  4.123970573185861e-01  9.151683861754340e-03  5.000000000000000e-01
22.0000  -2.245792500340200e-02  9.035274751756939e-01  4.081809491986820e-01  9.955635679085754e-03  5.000000000000000e-01
23.0000  -2.337481466345445e-02  8.988513782632414e-01  4.039669001028643e-01  1.078514760505691e-02  5.000000000000000e-01
24.0000  -2.428274386451849e-02  8.941539566322054e-01  3.997556490805140e-01  1.163925703180239e-02  5.000000000000000e-01
25.0000  -2.518172536330755e-02  8.894356921400862e-01  3.955479252263571e-01  1.251701311566746e-02  5.000000000000000e-01
26.0000  -2.607177240233712e-02  8.846970641162306e-01  3.913444476279389e-01  1.341747681508991e-02  5.000000000000000e-01
27.0000  -2.695289870512099e-02  8.799385493507372e-01  3.871459253167399e-01  1.433972092495289e-02  5.000000000000000e-01
28.0000  -2.782511847137428e-02  8.751606220836214e-01  3.829530572228956e-01  1.528283010745433e-02  5.000000000000000e-01
29.0000  -2.868844637222402e-02  8.703637539942368e-01  3.787665321334702e-01  1.624590091954011e-02  5.000000000000000e-01
30.0000  -2.954289754542776e-02  8.655484141909484e-01  3.745870286542328e-01  1.722804183694796e-02  5.000000000000000e-01
31.0000  -3.038848759059966e-02  8.607150692010608e-01  3.704152151748934e-01  1.822837327490823e-02  5.000000000000000e-01
32.0000  -3.122523256444527e-02  8.558641829609963e-01  3.662517498377469e-01  1.924602760554954e-02  5.000000000000000e-01
33.0000  -3.205314897600460e-02  8.509962168067251e-01  3.620972805096793e-01  2.028014917205599e-02  5.000000000000000e-01
34.0000  -3.287225378190377e-02  8.461116294644417e-01  3.579524447574864e-01  2.132989429962317e-02  5.000000000000000e-01
35.0000  -3.368256438161593e-02  8.412108770414894e-01  3.538178698264559e-01  2.239443130326079e-02  5.000000000000000e-01
36.0000  -3.448409861273134e-02  8.362944130175324e-01  3.496941726221695e-01  2.347294049248915e-02  5.000000000000000e-01
37.0000  -3.527687474623650e-02  8.313626882359697e-01  3.455819596954691e-01  2.456461417297642e-02  5.000000000000000e-01
38.0000  -3.606091148180343e-02  8.264161508955929e-01  3.414818272305437e-01  2.566865664516547e-02  5.000000000000000e-01
39.0000  -3.683622794308879e-02  8.214552465424880e-01  3.373943610360899e-01  2.678428419993707e-02  5.000000000000000e-01
40.0000  -3.760284367304273e-02  8.164804180621732e-01  3.333201365394906e-01  2.791072511135669e-02  5.000000000000000e-01
41.0000  -3.836077862922863e-02  8.114921056719790e-01  3.292597187839712e-01  2.904721962655372e-02  5.000000000000000e-01
42.0000  -3.911005317915321e-02  8.064907469136642e-01  3.252136624286799e-01  3.019301995277994e-02  5.000000000000000e-01
43.0000  -3.985068809560730e-02  8.014767766462672e-01  3.211825117516452e-01  3.134739024169448e-02  5.000000000000000e-01
44.0000  -4.058270455201787e-02  7.964506270391929e-01  3.171668006555617e-01  3.250960657092403e-02  5.000000000000000e-01
45.0000  -4.130612411781125e-02  7.914127275655327e-01  3.131670526763580e-01  3.367895692294463e-02  5.000000000000000e-01
46.0000  -4.202096875378776e-02  7.863635049956150e-01  3.091837809944943e-01  3.485474116133343e-02  5.000000000000000e-01
47.0000  -4.272726080750805e-02  7.813033833907863e-01  3.052174884489450e-01  3.603627100443713e-02  5.000000000000000e-01
48.0000  -4.342502300869128e-02  7.762327840974224e-01  3.012686675538178e-01  3.722286999650486e-02  5.000000000000000e-01
49.0000  -4.411427846462551e-02  7.711521257411635e-01  2.973378005175576e-01  3.841387347633280e-02  5.000000000000000e-01
