# omega0=1, alpha=4
# theta0=0.8, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
2.936408808290011e+01 3.528260553994761e-04 -9.453945411300882e-05
2.945528090303334e+01 3.443092144020106e-04 -9.225737362237630e-05
2.954647372316657e+01 3.359979607638131e-04 -9.003038008614384e-05
2.963766654329980e+01 3.278873318283985e-04 -8.785714376539684e-05
2.972885936343303e+01 3.199724847323916e-04 -8.573636701962512e-05
2.982005218356626e+01 3.122486935138544e-04 -8.366678353190651e-05
2.991124500369950e+01 3.047113462904177e-04 -8.164715755279310e-05
3.000243782383273e+01 2.973559425055273e-04 -7.967628316244908e-05
3.009363064396596e+01 2.901780902411622e-04 -7.775298355059950e-05
3.018482346409919e+01 2.831735035954228e-04 -7.587611031386009e-05
3.027601628423242e+01 2.763380001234182e-04 -7.404454277002852e-05
3.036720910436565e+01 2.696674983399299e-04 -7.225718728892764e-05
3.045840192449888e+01 2.631580152823569e-04 -7.051297663940142e-05
3.054959474463211e+01 2.568056641324885e-04 -6.881086935207331e-05
3.064078756476534e+01 2.506066518956851e-04 -6.714984909748693e-05
3.073198038489857e+01 2.445572771360814e-04 -6.552892407925757e-05
3.082317320503180e+01 2.386539277664574e-04 -6.394712644187214e-05
3.091436602516503e+01 2.328930788914616e-04 -6.240351169278411e-05
3.100555884529826e+01 2.272712907028947e-04 -6.089715813845833e-05
3.109675166543149e+01 2.217852064257994e-04 -5.942716633402904e-05
3.118794448556472e+01 2.164315503141290e-04 -5.799265854624234e-05
3.127913730569795e+01 2.112071256947984e-04 -5.659277822936255e-05
3.137033012583118e+01 2.061088130589499e-04 -5.522668951372972e-05
3.146152294596441e+01 2.011335681992927e-04 -5.389357670666245e-05
3.155271576609764e+01 1.962784203924056e-04 -5.259264380540849e-05
3.164390858623087e+01 1.915404706249169e-04 -5.132311402185204e-05
3.173510140636410e+01 1.869168898625021e-04 -5.008422931869402e-05
3.182629422649733e+01 1.824049173606660e-04 -4.887524995682843e-05
3.191748704663056e+01 1.780018590163009e-04 -4.769545405364448e-05
3.200867986676379e+01 1.737050857590360e-04 -4.654413715199072e-05
3.209987268689702e+01 1.695120319814180e-04 -4.542061179954393e-05
3.219106550703025e+01 1.654201940069856e-04 -4.432420713833156e-05
3.228225832716348e+01 1.614271285953226e-04 -4.325426850416248e-05
3.237345114729671e+01 1.575304514831972e-04 -4.221015703572717e-05
3.246464396742994e+01 1.537278359609177e-04 -4.119124929313363e-05
3.255583678756317e+01 1.500170114830517e-04 -4.019693688565148e-05
3.264702960769640e+01 1.463957623126827e-04 -3.922662610844182e-05
3.273822242782963e+01 1.428619261983912e-04 -3.827973758805602e-05
3.282941524796286e+01 1.394133930831737e-04 -3.735570593649184e-05
3.292060806809609e+01 1.360481038445254e-04 -3.645397941360011e-05
3.301180088822932e+01 1.327640490649373e-04 -3.557401959764058e-05
3.310299370836255e+01 1.295592678320708e-04 -3.471530106379020e-05
3.319418652849578e+01 1.264318465678961e-04 -3.387731107041181e-05
3.328537934862901e+01 1.233799178860927e-04 -3.305954925289596e-05
3.337657216876224e+01 1.204016594770320e-04 -3.226152732489298e-05
3.346776498889547e+01 1.174952930196746e-04 -3.148276878675713e-05
3.355895780902870e+01 1.146590831197333e-04 -3.072280864102835e-05
3.365015062916194e+01 1.118913362734680e-04 -2.998119311478215e-05
